,lnR,lnR_2,CYBZRV,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,M,Tu,W,Th,F,Sa,Su,ntd_cnt
2012-09-21,-0.022249689154292263,0.0004950486674626307,0.0002087697285103208,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012-09-24,-0.0011581783151761726,1.3413770097443178e-06,0.0004990165721142464,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2012-09-25,-0.011656162510142565,0.000135866124462853,9.702879067825607e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2012-09-26,-0.031033201058380477,0.0009630595679298671,0.00012770199641077225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2012-09-27,0.02311732068898742,0.0005344105158374858,0.00031249594339773356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2012-09-28,0.01855753533589244,0.0003443821177428965,0.00012033577318273064,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012-10-08,0.0016371951121847417,2.680407835361609e-06,0.00011597344768192102,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9
2012-10-09,0.03125365708798977,0.0009767910813736533,0.00015311336059798842,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2012-10-10,0.012756786567998724,0.00016273560354147266,8.434543249649248e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2012-10-11,-0.014020387999731376,0.0001965712796630116,0.00011802843143562907,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2012-10-12,-0.0041248201965053966,1.701414165349882e-05,0.0002491426331786282,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2012-10-15,-0.009795730534181146,9.595633669828884e-05,0.0001631341724380816,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2012-10-16,0.004874419002218744,2.3759960609191175e-05,0.00011132220274601392,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2012-10-17,0.005231616479584034,2.7369810989455236e-05,0.0001253554634300974,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2012-10-18,0.01599071572814914,0.0002557029894984763,7.001967681472844e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2012-10-19,-0.0014861423459304746,2.2086190723677343e-06,4.395091936576539e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2012-10-22,0.006691026743014916,4.4769838875740795e-05,5.7431976389085014e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2012-10-23,-0.018140012856784793,0.0003290600664443176,6.46146566561097e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2012-10-24,-0.0049471211036484775,2.447400721416413e-05,9.182791056362736e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2012-10-25,-0.014674435501926375,0.00021533905730019719,7.940551700807817e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2012-10-26,-0.01751601440819428,0.0003068107607480696,0.00010538786952202301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2012-10-29,0.004062767246950649,1.6506077702894958e-05,5.1663449278480626e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2012-10-30,0.002162979075596816,4.678478481469656e-06,9.363865768862077e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2012-10-31,0.002953826916388458,8.725093451980946e-06,5.8356480429183796e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2012-11-01,0.014539917274590586,0.00021140919435193772,5.969449941458437e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-02,-0.000570141695652282,3.250615531212594e-07,3.108017001651043e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-11-05,-0.012207431494688947,0.00014902138369752362,8.181150342058329e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2012-11-06,-0.0034264185557262294,1.174034411902502e-05,9.713257681889329e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2012-11-07,-0.0010867597519519379,1.1810467584626375e-06,7.130644025593556e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012-11-08,-0.020358055167558398,0.00041445041020535115,0.0001884334489223884,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-09,-0.004716290295283088,2.2243394149381434e-05,4.977346592742464e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-11-12,0.005825388712054291,3.3935153646529554e-05,0.00012608395750516894,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2012-11-13,-0.01379558015702198,0.00019031803186881862,7.772326461279339e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2012-11-14,-0.0032269954683288304,1.0413499752614808e-05,7.62701406317909e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012-11-15,-0.009015532338144006,8.127982334012032e-05,0.00016877066458301552,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-16,-0.004576527856111845,2.094460721776768e-05,9.746087338747978e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-11-19,0.0011270695863876412,1.2702858525600087e-06,0.00012822935427315416,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2012-11-20,-0.0005024551892853779,2.5246121723980497e-07,5.850714713194299e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2012-11-21,0.0051950536087952415,2.6988581998256462e-05,0.0002465681973326837,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012-11-22,-0.012501496800156886,0.00015628742224433286,8.451543058409023e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-23,-0.0006138452995720911,3.7680605180675025e-07,4.965387977363806e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-11-26,-0.01945330311825888,0.00037843100221086065,5.787096141441333e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2012-11-27,-0.036015237601336736,0.0012970973394807394,0.0002604935058068962,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2012-11-28,-0.014069434254544433,0.00019794898024294826,0.00017547794806979671,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012-11-29,-0.007432890750108001,5.524786490304108e-05,9.838817589138373e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-30,0.005950725859688255,3.5411138257162524e-05,9.160828127519978e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-12-03,-0.021843041656377515,0.0004771184688022434,0.00011217182930550776,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2012-12-04,0.011955335537692235,0.0001429300478188069,0.00018549780750288546,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012-12-05,0.03920150780651266,0.001536758214304073,0.00036933202370946527,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012-12-06,-0.0008005508216912816,6.408816181105861e-07,0.00013817105285744477,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012-12-07,0.020875533200294782,0.00043578788639660974,0.00012068558273587469,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-12-10,0.013756146536412217,0.00018923156753124584,0.00011581795015296353,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2012-12-11,-0.008000104804475328,6.400167688258922e-05,7.465026439283942e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012-12-12,-0.0025923742537647954,6.72040427158258e-06,0.00011170700008909463,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012-12-13,-0.011528094390477861,0.00013289696027576713,0.00011090872637222887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012-12-14,0.0373219348524545,0.0013929268211308576,0.00019903800502508561,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-12-17,-0.010123915757539237,0.00010249367026575126,0.00010054800989776939,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2012-12-18,-0.005495282649421007,3.0198131397027564e-05,0.00013578022610162964,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012-12-19,0.0093210242309274,8.688149271353571e-05,0.00010209842449680617,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012-12-20,0.009478020601862092,8.983287452932224e-05,0.00014431588702700507,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012-12-21,0.014746949999205228,0.00021747253427905906,0.0001858697548122564,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-12-24,0.01731689969506167,0.000299875015048827,9.948702950226497e-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2012-12-25,0.02090506152701721,0.0004370215974483751,0.00010687930823922176,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012-12-26,0.021323498923280226,0.000454691606331133,7.008194359602053e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012-12-27,-0.013502494567235068,0.00018231735953821253,0.00019569914423735573,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012-12-28,0.011512022761295704,0.00013252666805659035,0.00010129394972360982,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-12-31,0.0087089813426795,7.584635602713963e-05,8.733271384768224e-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2013-01-04,-0.012006908621069456,0.00014416585463471204,0.00016569291290767217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2013-01-07,0.017942804595155515,0.00032194423673993387,0.000107124174981733,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-01-08,0.020713918900076678,0.0004290664361989538,0.0002048570913616088,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-01-09,0.001866930668646738,3.485430121533756e-06,0.00020501598616498657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-10,0.009039900551644386,8.171980198362049e-05,0.00013009302991489556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-01-11,-0.013023263024888543,0.00016960537981542908,0.0001504585249991865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-01-14,0.038821608005862984,0.001507117248160885,0.00018418111784169385,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-01-15,0.02345557941860399,0.0005501642058624391,0.0002024830706711639,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-01-16,-0.005292686958629389,2.801253524204561e-05,0.0002249179643949167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-17,-0.008011450679784815,6.418334199462457e-05,0.00019457193736998956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-01-18,0.024530380865649626,0.0006017395854138293,0.0002294436516642682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-01-21,0.006595002352743684,4.349405603269473e-05,8.66506042259029e-05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-01-22,-0.022287923534609178,0.0004967515354845856,0.0001874352252600734,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-01-23,0.004312543292008364,1.8598029645446336e-05,0.00015873858430292577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-24,-0.026831433537631177,0.0007199258256843192,0.00035196108827962794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-01-25,0.006549552583108742,4.28966390389064e-05,0.00012795449346606142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-01-28,0.028316518993416473,0.0008018252479045159,9.267682246050608e-05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-01-29,0.008766699765455854,7.685502477764373e-05,0.00012627187934133915,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-01-30,-0.010143864554280846,0.00010289798809559535,0.00011717524180131479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-31,-0.009848253580583943,9.698809858748446e-05,9.161715289877955e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-02-01,0.008162472486097805,6.662595708630368e-05,0.00010089087123296268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-02-04,-0.013459984713509066,0.00018117118848789772,0.00011200704915879762,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-02-05,0.011694533361360726,0.00013676211053997901,0.00011898871663521843,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-02-06,0.013077070292003334,0.00017100976742199616,5.734324674903762e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-07,0.017948316609895265,0.00032214206912904226,0.00010494660539449638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-02-08,0.02141772379850515,0.0004587188927090539,6.97736159825274e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-02-18,0.014774345964283064,0.00021828129867232726,0.00012698921876386806,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
2013-02-19,-0.018816378812070766,0.00035405611159934565,0.00013383583860949856,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-02-20,0.03729698353152511,0.0013910649805508552,0.0001393188272474696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-21,-0.013679391612527958,0.00018712575488890026,0.0004352830513910975,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-02-22,-0.0006436003702372517,4.1422143656952746e-07,9.946508688176686e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-02-25,0.019983550298508845,0.00039934228253303295,9.255707609530709e-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-02-26,-0.005237546465104437,2.743189297412798e-05,0.0001480742729339912,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-02-27,-0.006044877625269507,3.6540545504483916e-05,0.00015903955169657659,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-28,0.017584904775440613,0.00030922887596131405,6.794200275332543e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-01,0.02725270179538608,0.0007427097551482397,0.00012335560040845758,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-03-04,-0.024469445910773047,0.0005987537831802478,0.0002819120531821605,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-03-05,0.02809045167772517,0.0007890734754586129,0.00014031965180809634,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-03-06,0.01652745604897543,0.00027315680345081454,0.00012291021065781942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-03-07,-0.028717202781011864,0.0008246777355657556,0.00029790275915100184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-08,-0.014511976566037532,0.0002105974638532225,0.00013435332834913464,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-03-11,0.005133096601165121,2.634868071689292e-05,0.00012626516760096137,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-03-12,-0.03430432506355974,0.0011767867180663728,0.00039057421913178225,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-03-13,-0.0069180449039247804,4.7859345292719625e-05,0.00021246382153228721,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-03-14,0.009534166452132453,9.090032993696792e-05,0.00013981759015298828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-15,0.01399828276597237,0.00019595192039611906,0.00018783245191249983,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-03-18,-0.0020984398361667544,4.403449746011555e-06,0.00015781635126663594,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-03-19,-0.011140072723732963,0.00012410122029005917,0.00019212363708639486,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-03-20,0.027609349002406525,0.0007622761523366861,8.932689977097017e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-03-21,0.018822739819903234,0.0003542955343277708,0.00012199007340638666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-22,-0.000827322073788217,6.84461813777236e-07,7.758743277530885e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-03-25,-0.0002721458718664138,7.406337557393052e-08,8.688805236482633e-05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-03-26,-0.006142944714905951,3.773576977039096e-05,0.00017900290399028545,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-03-27,0.007265069388476597,5.2781233219379716e-05,0.00010146250967069951,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-03-28,-0.01741499567639959,0.0003032820744090165,0.0005345095607725068,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-03-29,-0.0012110937655673837,1.466748108996185e-06,0.00010496615519131069,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-04-01,0.012091047005654332,0.00014619341769294257,7.178485788283175e-05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-04-02,-0.03698103382686391,0.0013675968629036526,0.0002099613093122732,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-03,-0.011926583077954689,0.00014224338391535514,0.000185924457403608,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-08,0.021722733569318642,0.000471877153723603,0.000581223937916891,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2013-04-09,0.00992156063164451,9.843736536739822e-05,5.930128993905986e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-10,-0.013383985085894778,0.00017913105677945385,0.00012474297883564397,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-11,-0.003238516411605552,1.0487988548238501e-05,5.4904284101482745e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-04-12,-0.001381028200067469,1.907238889381593e-06,7.667115344621987e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-04-15,-0.012204911000909924,0.00014895985254013207,0.0001026647349659235,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-04-16,0.011543230544785565,0.00013324617141007047,0.0002462129681757233,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-17,0.025048579617460653,0.0006274313408522653,9.235945103020593e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-18,0.0068581937860709985,4.703482200730286e-05,9.933993969506897e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-04-19,0.021216297962457276,0.00045013129923176875,8.601537100975049e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-04-22,0.02633666761628195,0.0006936200611305144,0.0001174274370473939,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-04-23,-0.02456735024541956,0.0006035546980811165,0.00018411712466618588,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-04-24,0.032602491305755876,0.0010629224393418875,0.00017950420573602035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-25,-0.02165335498331178,0.00046886778203331303,0.00029323930016922486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-04-26,-0.01589539382010763,0.0002526635446963158,0.000278613327319977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-02,0.026922975196780108,0.0007248465934464369,0.0001585584750501118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
2013-05-03,0.027591530426001043,0.0007612925512489412,0.00015374275089943988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-06,0.019829558203060316,0.00039321137852855667,0.00015558372156031393,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-05-07,-0.0006055986736619445,3.667497535411064e-07,0.00014683790109414093,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-05-08,0.02337114507991256,0.000546210422346321,0.0001770686060040464,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-05-09,0.012250183615652332,0.00015006699861719685,0.00015891301505362412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-05-10,-0.003898089219429579,1.5195099562633106e-05,0.00016546348908925103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-13,0.0068669884297669626,4.7155530094553334e-05,0.00016041836142485219,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-05-14,-0.01905263979262628,0.00036300308306756637,0.00014742485923720738,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-05-15,0.0365351671681875,0.0013348184400074057,0.00014522817756128917,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-05-16,-0.003095656194115115,9.58308727216328e-06,0.0001889873056277576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-05-17,0.013645541377639958,0.0001862007994888842,8.585914722870729e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-20,0.027229941950094982,0.0007414697386055425,0.0001523257722442367,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-05-21,0.020638498810739314,0.00042594763316088807,0.00012607657099592503,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-05-22,-0.031960853994371874,0.0010214961880495566,0.0003885413809493228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-05-23,0.0029672899897139615,8.804809883056681e-06,0.00020676744949558388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-05-24,0.029179839245491834,0.0008514630183927454,0.00022086792095437458,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-05-27,0.014735649117078253,0.0002171393549016491,0.00016583879840201428,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-05-28,-0.028595715888330986,0.0008177149671661452,0.00023078629385883594,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-05-29,0.006550734968203464,4.291212862364364e-05,6.763594639840008e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-05-30,0.0073931443423855825,5.4658583267347944e-05,7.825987765006552e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-05-31,-0.0007918431260227621,6.270155362294999e-07,0.00010905419496877103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-03,-0.019650917494746345,0.000386158558385328,9.725578883907685e-05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-06-04,-0.028614696943869866,0.0008188008811895154,0.00021002640553771835,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-06-05,0.010023341768138572,0.00010046738020091127,0.0001114650434525317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-06-06,-0.010346144875720498,0.00010704271378939751,0.00011212957918262486,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-06-07,0.007806030077401438,6.09341055692959e-05,0.00018461540444216637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-13,-0.0008351866544860087,6.975367478315317e-07,0.0008456085978019859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5
2013-06-14,0.03706865143355298,0.0013740849191022494,0.0001500547474009859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-17,0.005173133711949163,2.676131240170492e-05,0.00023473245707246394,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-06-18,-0.0007080899570066634,5.013913872136984e-07,0.00022367709494099957,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-06-19,-0.004951985303486062,2.4522158445941944e-05,0.0003871052197376317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-06-20,-0.03633885114502977,0.0013205121025406316,0.00025012535444194375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013-06-21,-0.003922088890234043,1.538278126289731e-05,0.0012533488254989674,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013-06-24,-0.05414577682331334,0.0029317651478000563,0.000554994596023649,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2013-06-25,0.013598001161892803,0.000184905635598838,0.0022294997178193172,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013-06-26,0.0536069397847907,0.0028737039930901757,0.0005293463198490627,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-06-27,-0.015988853718849505,0.00025564344324276764,0.00051025627487718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
