,lnR,lnR_2,szzsRV,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,M,Tu,W,Th,F,Sa,Su,ntd_cnt
2016-06-07,0.0006609723347761332,4.3688442733941266e-07,2.6699962332362682e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-06-08,-0.0030290649439468353,9.175234434647645e-06,4.117010421862772e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-06-13,-0.032671740361326584,0.0010674426182379366,0.0002657183014964017,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2016-06-14,0.003213952435803691,1.0329490259608477e-05,7.925392418876085e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-06-15,0.01571575613556142,0.0002469849909124364,0.0001181903218475549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-06-16,-0.004996512149187282,2.4965133656976114e-05,5.290524207973072e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-06-17,0.004268901728196717,1.8223521965000917e-05,5.658803612527317e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-06-20,0.0012816251373264365,1.6425629926270072e-06,5.103194916948857e-05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-06-21,-0.0035544835139207365,1.2634353050734306e-05,9.671871807416857e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-06-22,0.009332532020823514,8.709615391969622e-05,4.3399028817346935e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-06-23,-0.004688228184774879,2.1979483512517555e-05,5.248432030158942e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-06-24,-0.01311134727675256,0.0001719074274116068,0.0005182360487715304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-06-27,0.014403752331845432,0.0002074680812371427,3.68554264492569e-05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-06-28,0.005805541540679471,3.370431258055496e-05,6.744485273264437e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-06-29,0.006512518419183877,4.2412896160209266e-05,5.176637568607606e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-06-30,-0.0006756295896126474,4.5647534236015435e-07,3.527439689374977e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-07-01,0.0009791730353194694,9.587798330967429e-07,3.0069060116017236e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-07-04,0.018956568922272155,0.0003593515053048545,4.8938888682225374e-05,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-07-05,0.005934973109015473,3.522390580473679e-05,3.823559614918793e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-07-06,0.003619054098804142,1.309755257007106e-05,4.667543796995653e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-07-07,-0.000145836855221404,2.126838834086875e-08,6.703803464654246e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-07-08,-0.009578853378869212,9.175443205387413e-05,5.644248403902252e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-07-11,0.0022831327264682955,5.212695046670552e-06,5.8729623176444455e-05,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-07-12,0.018020771241529232,0.000324748196139527,0.00010556988413376797,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-07-13,0.0037020894743911015,1.3705466476397382e-05,5.500207800916088e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-07-14,-0.0021816251778030704,4.759488416424278e-06,3.0841408347326546e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-07-15,9.167823565192634e-05,8.404898892250139e-09,3.737720255114271e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-07-18,-0.0035225508967027253,1.2408364819861173e-05,4.5897717183524825e-05,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-07-19,-0.0022894144364702385,5.24141846191834e-06,5.1681736003912556e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-07-20,-0.002869158535164118,8.232070699905108e-06,2.7503871485218592e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-07-21,0.0036624945545611354,1.341386636218997e-05,3.5885652084001514e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-07-22,-0.008655287243559684,7.491399726852699e-05,3.330007278490838e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-07-25,0.0009985652675510437,9.971325935592875e-07,2.9921365025676044e-05,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-07-26,0.011322244261611658,0.00012819321511959813,2.668489123801474e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-07-27,-0.01925526665871935,0.00037076529409838904,0.0003789510298053308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-07-28,0.0007751006014213857,6.007809423237938e-07,0.00012189442774979688,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-07-29,-0.005015361235949811,2.5153848327068018e-05,5.1726404641987674e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-08-01,-0.008748136353980307,7.652988966783186e-05,0.00015467172522747226,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2016-08-02,0.0060391732781956975,3.647161388407297e-05,2.5302873701734383e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016-08-03,0.0024135520158630186,5.8252333332764405e-06,4.613575583944565e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016-08-04,0.0013320160536380854,1.7742667671495788e-06,2.6205545565088322e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016-08-05,-0.0019231001055333152,3.698314015902248e-06,2.899723440705274e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-08-08,0.009222634246902395,8.50569824521369e-05,4.3191252231832196e-05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2016-08-09,0.007097920996198326,5.038048246827303e-05,1.888883656663058e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016-08-10,-0.0022930211902405517,5.257946178892196e-06,2.8250946726456144e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016-08-11,-0.005350936723628408,2.863252382027512e-05,7.906263997979896e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016-08-12,0.01586933693096171,0.00025183585462838515,5.658385816631963e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-08-15,0.024137042514373874,0.0005825968213406919,0.0001040851324900957,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2016-08-16,-0.004862693295686782,2.3645786087917176e-05,6.182023658631929e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016-08-17,-0.0001575666566484557,2.482725128737233e-08,5.408094040955945e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016-08-18,-0.0017509813507317062,3.0659356906102303e-06,5.9054091753931744e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016-08-19,0.0012845671825854055,1.6501128465754065e-06,3.3576802339263704e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-08-22,-0.007521539889891571,5.65735623152301e-05,4.812081070559124e-05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2016-08-23,0.001587168242595638,2.519103030304126e-06,4.341186570800731e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016-08-24,-0.0012403674761571892,1.5385114759085555e-06,2.0380111512385034e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016-08-25,-0.005703428246281561,3.252909376048236e-05,0.0001076009936127486,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016-08-26,0.0006450940497124691,4.1614633297443354e-07,2.0966060274502825e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-08-29,-9.12001616182323e-05,8.317469479191693e-09,2.0296741002095435e-05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2016-08-30,0.0015134972643586764,2.290673969221197e-06,1.9653385846526075e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016-08-31,0.0035096470052362605,1.2317622101363852e-05,2.466684834509385e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016-09-01,-0.007214447112421141,5.2048247137921734e-05,2.4755217281099013e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016-09-02,0.0013179659562911894,1.7370342619425494e-06,2.914871596449188e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016-09-05,0.0015473701871560053,2.394354496099211e-06,2.3441682634062844e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2016-09-06,0.006039471139606789,3.6475211646143325e-05,3.5855666532850256e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-09-07,0.0003946534217860176,1.557513233274123e-07,1.9902865419704452e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-09-08,0.001299314325924783,1.6882177175533732e-06,1.8146406983057788e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016-09-09,-0.005538655086569477,3.0676700167981945e-05,1.8923257572082422e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016-09-12,-0.018643904944738665,0.00034759519158845086,0.00028784465184081976,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2016-09-13,0.0005061624558688749,2.5620043173121073e-07,3.1710924110276345e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-09-14,-0.006856570447132171,4.701255829648626e-05,5.0199028601231685e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-09-19,0.007696300989273652,5.92330489174946e-05,2.6052553580552035e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
2016-09-20,-0.0010084228956497299,1.016916736470586e-06,1.0180629634509736e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-09-21,0.0009489376413647221,9.00482647198842e-07,1.2107094637664822e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-09-22,0.005418441846654076,2.9359512045572035e-05,3.445928234165431e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016-09-23,-0.0027681746912424643,7.662791121235312e-06,1.1337186358438973e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016-09-26,-0.017781335184337443,0.0003161758809377567,5.152668770792091e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2016-09-27,0.005934517132653916,3.5218493597762856e-05,3.628983983653658e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-09-28,-0.0034446904525289312,1.1865892313743972e-05,1.7770340434798554e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-09-29,0.0035480815126298637,1.2588882420265822e-05,2.2244414564488884e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016-09-30,0.0020722357902993593,4.29416117059761e-06,8.38109473741119e-06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016-10-10,0.014353839135283764,0.00020603269792160374,6.080608859015733e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9
2016-10-11,0.0055975636022616015,3.1332718281363876e-05,9.290832168057263e-06,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2016-10-12,-0.0022045324298769486,4.859963234379164e-06,2.5693791490220837e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-10-13,0.0009313954446685813,8.674974743493843e-07,1.3302915445925567e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2016-10-14,0.0008032443666010636,6.452015124763439e-07,2.288218752777579e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016-10-17,-0.007416929715423848,5.501084640353728e-05,3.1806156274685494e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2016-10-18,0.013946234641883493,0.0001944974606864712,2.564410773874819e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2016-10-19,0.0002723470496359681,7.417291544541648e-08,1.957111618610329e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-10-20,-8.42899705162381e-05,7.104799129628288e-09,1.3477545692131386e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2016-10-21,0.0020986502504598548,4.404332873755211e-06,5.00789164258712e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016-10-24,0.011998490995235755,0.0001439637861627535,3.976402477988614e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2016-10-25,0.001178878093906377,1.3897535602923326e-06,1.408239244745418e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2016-10-26,-0.005003011275707792,2.5030121824859305e-05,3.2860700235915103e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-10-27,-0.0012715417227937564,1.616818352805314e-06,2.232365619187886e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2016-10-28,-0.0025994847843140434,6.757321143880229e-06,3.25374885213973e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016-10-31,-0.0012184195577678025,1.4845462187510875e-06,5.155979567914386e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2016-11-01,0.007054583944329451,4.9767154627590876e-05,1.8364983185045397e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2016-11-02,-0.006332378348732348,4.009901555149422e-05,2.5887342059699638e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2016-11-03,0.008411919935529255,7.07603970017545e-05,3.643302168058785e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-11-04,-0.0011576111016342594,1.3400634626268837e-06,2.4563809507304205e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2016-11-07,0.0025596588316521007,6.551853334454598e-06,2.014132189261484e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2016-11-08,0.004636050346308096,2.1492962813503417e-05,2.1911108052546874e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2016-11-09,-0.006220284991016456,3.869194536946459e-05,7.37183220688459e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2016-11-10,0.013623189745938902,0.00018559129885385484,8.78287085183054e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-11-11,0.007777251591537748,6.048564231807644e-05,3.567337226319827e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2016-11-14,0.004473651826693015,2.0013560666473748e-05,5.432175152234746e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2016-11-15,-0.0010533927697835566,1.109636327432273e-06,2.563689369744714e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2016-11-16,-0.0006019915809396537,3.623938635222236e-07,1.5128233264038198e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2016-11-17,0.0010571435347284108,1.1175524530180788e-06,3.421114840283356e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-11-18,-0.004870887622510978,2.3725546231130644e-05,1.868846993693661e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2016-11-21,0.007889593428380692,6.22456844651478e-05,3.108378620090629e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2016-11-22,0.00934051482774656,8.724521724735335e-05,2.6866771682269273e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2016-11-23,-0.0022220553438341284,4.937529951061807e-06,4.0157341353626946e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2016-11-24,0.0001851029177490915,3.426309015922693e-08,3.272266228003076e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016-11-25,0.006211887717620712,3.858754901632706e-05,9.191117084072229e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2016-11-28,0.0046062593105649086,2.1217624836165908e-05,4.637420864607944e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
2016-11-29,0.0018049005497360326,3.2576659944374326e-06,7.181098963577253e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2016-11-30,-0.010069043198139838,0.00010138563092600613,7.179372161718065e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2016-12-01,0.0071374782950108795,5.094359641175141e-05,3.96094748942277e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2016-12-02,-0.009043892151387567,8.179198524592963e-05,8.018818854838627e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2016-12-05,-0.012136210552498028,0.0001472876065745645,0.00018400732321524827,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2016-12-06,-0.0015801738356007178,2.4969493507170844e-06,1.7122612593947753e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2016-12-07,0.007035341052615607,4.949602372661848e-05,1.8779151532086196e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2016-12-08,-0.002134333272117317,4.5553785164670125e-06,2.2341304845971073e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2016-12-09,0.005430944221556544,2.9495155137658414e-05,3.939423944009963e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2016-12-12,-0.02502851505605541,0.0006264265659111924,0.0001332714772230701,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2016-12-13,0.0006563084314397116,4.3074075717885466e-07,0.00010983269727193567,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2016-12-14,-0.004609598715555663,2.1248400318452416e-05,5.556953657875864e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2016-12-15,-0.007302440007860511,5.3325630068401826e-05,7.040738359843449e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2016-12-16,0.001698538703989172,2.885033728949216e-06,2.7619040863947752e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2016-12-19,-0.0015702464026343677,2.4656737649861726e-06,3.1443065420222865e-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2016-12-20,-0.004886715313382695,2.3879986554048927e-05,4.566399963907096e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2016-12-21,0.01107328098624727,0.0001226175518003853,4.607402568571131e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2016-12-22,0.0006786692608251599,4.605919655889689e-07,2.757173923230976e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2016-12-23,-0.009411706173571233,8.858021309763885e-05,4.092246453795053e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2016-12-26,0.0039854241613692665,1.588360574602592e-05,0.00011456989115805849,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2016-12-27,-0.002536383696153166,6.4332422541115964e-06,2.2924067132533933e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2016-12-28,-0.003995565803952772,1.596454609371676e-05,2.6788884368726076e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2016-12-29,-0.0019811762531016797,3.925059345854011e-06,2.7207225237984794e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2016-12-30,0.0024323612659440386,5.916381328064886e-06,2.4449476110579885e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2017-01-03,0.010346975745287423,0.00010705990707356623,2.762724534917397e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2017-01-04,0.007266450918439915,5.2801308950096285e-05,1.3144772415201968e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-01-05,0.002093546193327356,4.382935663595462e-06,1.5088071307881355e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-01-06,-0.0035096472107305487,1.2317623543788721e-05,2.373764478741474e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-01-09,0.005349736735951183,2.8619683143985613e-05,1.6086829261157885e-05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-01-10,-0.003022309581107052,9.134355204051486e-06,1.8891836968984488e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-01-11,-0.00791313695689766,6.261773649861955e-05,3.9562824050547605e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-01-12,-0.005581820235484258,3.115671714126154e-05,3.564369294511032e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-01-13,-0.00209561938359748,4.391620600909483e-06,5.5983880256751614e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-01-16,-0.0030018410010281826,9.011049395453882e-06,0.0003367409789482558,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-01-17,0.0017191981311821536,2.9556422142602095e-06,7.688624028608523e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-01-18,0.001362954220935464,1.8576442083657974e-06,3.260924636566736e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-01-19,-0.003768725364535541,1.4203290873293548e-05,4.273308084380127e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-01-20,0.007017527561384185,4.924569307478666e-05,1.723899087354084e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-01-23,0.004354702076959427,1.8963430179074746e-05,2.2361052065473228e-05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-01-24,0.0018409641911674157,3.389149153160697e-06,2.1015921298217492e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-01-25,0.0022250132349768137,4.950683895821986e-06,1.5982463898170238e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-01-26,0.003049749380627631,9.300971284638619e-06,1.1213910582543378e-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-02-03,-0.006032396288231823,3.638980497827307e-05,1.5566054170780898e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
2017-02-06,0.005338935845474069,2.850423596208791e-05,1.9561188655471217e-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-02-07,-0.0012329500283794204,1.5201657724808134e-06,1.0756768933897564e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-02-08,0.0043955280127168095,1.9320666510578186e-05,2.7136492448956256e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-02-09,0.00510224471332954,2.603290111469924e-05,1.4020022901102345e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-02-10,0.004238330576377791,1.79634460746589e-05,1.7444668048580665e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-02-13,0.006280483539802262,3.944447349372715e-05,2.1508804849755522e-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-02-14,0.0003387844508591087,1.1477490414390783e-07,1.3037945529923249e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-02-15,-0.0015363279193838508,2.360303475878312e-06,3.240151729845792e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-02-16,0.005162515481959673,2.6651566101473315e-05,2.877614474164745e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-02-17,-0.008563884607605488,7.33401195723822e-05,4.445315295205674e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-02-20,0.011760385401839102,0.00013830666479979026,3.0373418255931783e-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2017-02-21,0.004118103117185967,1.695877328377678e-05,1.9385381595806503e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-02-22,0.002422271333495374,5.867398413073456e-06,2.008778092985753e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-02-23,-0.003021836897039165,9.13149823230729e-06,3.035494507127617e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-02-24,0.0006303028275596034,3.972816544296312e-07,2.9981656517914648e-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-02-27,-0.007642633955269318,5.840985377423554e-05,2.5790109571945222e-05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
