,lnR,lnR_2,SZCZRV,Jan,Feb,Mar,Apr,May,June,July,Aug,Sep,Oct,Nov,Dec,M,Tu,W,Th,F,Sa,Su,ntd_cnt
2016-02-04,0.01587111084129056,0.0002518921593365307,0.0001949642382203869,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-02-05,-0.012286872045679686,0.00015096722466690493,0.00011706072975455406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-02-15,-0.0004797769956255138,2.3018596553144427e-07,0.0010777884690913715,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
2016-02-16,0.038203488199791025,0.0014595065106315721,0.00027296664407773546,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-02-17,0.011520807741080219,0.00013272901100693389,0.00022293862008861002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-02-18,-0.0044747702288461255,2.0023568600967608e-05,0.0002239465691203475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-02-19,0.004528893193283423,2.051087355616892e-05,0.0001763389514335541,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-02-22,0.020325722840015104,0.00041313500896911166,0.00026566888372237516,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-02-23,-0.006900629492575305,4.7618687393800115e-05,0.00021293222499622146,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-02-24,0.0007725418076010016,5.968208444914229e-07,0.00027454648646283233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-02-25,-0.07623016059119081,0.005811037383758741,0.000837085959002299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-02-26,0.002365518510314857,5.595677822642219e-06,0.0006078923723426727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-02-29,-0.05103549407142971,0.0026046216551149372,0.0017432654561216317,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-03-01,0.024392936407869215,0.0005950153465983514,0.0004543527013713425,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-03-02,0.04656765351639791,0.0021685463540232867,0.00029236079538342067,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-03-03,-0.00044652962226621185,1.9938870356120583e-07,0.0003448360609883047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-03-04,-0.023349759595314268,0.0005452112731589707,0.0007718093127708723,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-03-07,0.01737209068987866,0.0003017895349373688,0.0005248389233120084,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-03-08,0.0029737794442805665,8.843364183225634e-06,0.0008569444755513771,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-03-09,-0.021769806030073724,0.0004739244545870343,0.001014023418418888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-03-10,-0.014042060132506862,0.00019717945276493862,0.0003333443837030861,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-03-11,-0.0028730258391753694,8.254277472569336e-06,0.0003721714960675477,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-03-14,0.031715022782995206,0.001005842670125905,0.00040002758524812574,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-03-15,-0.009453626976700491,8.937106301459927e-05,0.00017079339927331624,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-03-16,-0.011044462958539114,0.00012198016204254256,0.00025218301136575145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-03-17,0.033523933795661875,0.0011238541371359205,0.0002369449794010686,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-03-18,0.03361423067542724,0.0011299165039008335,0.0002597719405566989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-03-21,0.026077548104142423,0.0006800385151238621,0.00038946273276451034,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-03-22,-0.004827810413058131,2.3307753384432522e-05,0.00031406959671341673,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-03-23,0.009458150430388557,8.945660956385923e-05,0.00021208472871172545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-03-24,-0.015314353199727293,0.00023452941392599757,0.0003813431745803968,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-03-25,0.005430748203401947,2.9493026048753476e-05,0.00015210268036439117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-03-28,-0.006096101049763547,3.716244800892822e-05,0.00027040147430074427,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-03-29,-0.01788129551644957,0.00031974072934659944,0.00043509950178890523,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-03-30,0.03417792888303417,0.0011681308227337412,0.00029794762847531266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-03-31,0.0009262688774729355,8.57974033374972e-07,0.00018520878445133805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-04-01,-0.007268563540590023,5.283201594359457e-05,0.00023176346235968367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-04-05,0.024798701051917504,0.0006149755738623743,0.0001637047230689006,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2016-04-06,0.0040883319239988225,1.6714457920787914e-05,0.000126789812284992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-04-07,-0.016894280355504776,0.00028541670873039456,0.00022624735917563447,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-04-08,-0.008733028642605944,7.626578927257582e-05,0.00025795798071293134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-04-11,0.018651426632146695,0.000347875715414351,0.0002424747703650829,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-04-12,-0.0072061987101381675,5.192929984999699e-05,0.00014397900969103587,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-04-13,0.014281291232309812,0.0002039552792620491,0.00020468869197191124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-04-14,0.008080567706482356,6.529557445904552e-05,0.00013479186704114222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-04-15,-0.0035312344154032616,1.2469616496528414e-05,8.041093061767257e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-04-18,-0.015464170040546676,0.0002391405550429414,0.00022823624182790413,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-04-19,0.0031674848022493762,1.003295997248077e-05,0.00014322984744284678,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-04-20,-0.04216118087478371,0.0017775651727562278,0.0008668209600310151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-04-21,-0.010476995527167077,0.00010976743527627894,0.0002735926187641253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-04-22,0.009199216208282124,8.462557884672054e-05,0.00017492311924666387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-04-25,-0.004439614272873982,1.9710174891906373e-05,0.00019811091944260673,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-04-26,0.010150362611485164,0.00010302986114463593,0.00010566016510303967,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-04-27,-0.0035066651710859986,1.2296700622107595e-05,6.597883043896348e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-04-28,-0.0023863341848180397,5.694590841631178e-06,0.00019932109476247906,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-04-29,-0.0008249780547675556,6.8058879084806e-07,8.010601618380883e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-05-03,0.029188613192815183,0.0008519751401197845,9.536226351277753e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2016-05-04,-0.0018327593518652208,3.359006841849424e-06,7.687981975258311e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-05-05,0.004901236362330863,2.402211787943427e-05,7.437427715686711e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-05-06,-0.03630905288396313,0.0013183473213304315,0.0003127339437476153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-05-09,-0.03117741275539032,0.0009720310661199751,0.0005448158102044298,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-05-10,0.00027880343466257784,7.773135517965032e-08,0.00015767562741892633,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-05-11,-0.0012322243512414843,1.5183768517924969e-06,0.00018640996747551838,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-05-12,0.0015762811311486047,2.4846622044151247e-06,0.0006821176461823087,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-05-13,-0.0038157426313976117,1.455989182906517e-05,0.00011494029813902011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-05-16,0.015334818417455764,0.0002351566558963405,0.0001310209023459462,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-05-17,-0.00013017896598732648,1.6946563185529503e-08,0.00013338314826999675,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-05-18,-0.021834645669400743,0.0004767517515082806,0.0003770873421136262,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-05-19,0.004010604227438819,1.6084946269150125e-05,0.00013080997424404418,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-05-20,0.008491909802552655,7.211253209468987e-05,0.0002118196095521067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-05-23,0.010277309863750972,0.00010562309803555303,0.00010719825346876669,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-05-24,-0.009773196748426471,9.551537468345376e-05,9.855310655599489e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-05-25,-0.0037845023569218483,1.4322458089547024e-05,0.0001409395710325099,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-05-26,0.004237478135554085,1.7956220949298922e-05,0.00021081886237081423,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-05-27,-0.001274963537879259,1.6255320229215967e-06,0.00010169976507322151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-05-30,-0.004574507516846182,2.0926119021682225e-05,0.00020939984025541994,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-05-31,0.03925382416578849,0.0015408627116386402,0.00019397733181758083,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-06-01,0.0048318451201758705,2.3346727265367374e-05,0.00015746691659179805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-06-02,0.006334981221659319,4.0131987078776204e-05,8.068183872178562e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-06-03,0.0068762326000033624,4.7282574769349004e-05,9.991274658276646e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-06-06,0.0017558436035081115,3.0829867599803503e-06,9.53374022287726e-05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-06-07,-0.0014726526289319253,2.168705765500111e-06,6.316738988390238e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-06-08,-0.0030022292454443544,9.013380442201378e-06,7.515258691640088e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-06-13,-0.045027775361111466,0.0020275005539707167,0.0004219521597334458,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2016-06-14,0.0032969404382487966,1.0869816253360166e-05,0.00018217763777250037,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-06-15,0.027775964717227097,0.0007715042159726446,0.00019279884398224734,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-06-16,-0.005789368709862686,3.351679005873714e-05,0.0001079977681360301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-06-17,0.0066421726490766275,4.4118457500141626e-05,0.00013807697428091983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-06-20,0.0038540792390016065,1.4853926780503203e-05,9.140266941637303e-05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-06-21,-0.008842671569986749,7.81928404946519e-05,0.00020687953648430417,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-06-22,0.016262845060994735,0.00026448012947792083,0.00010768615501441203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-06-23,-0.004156039699442005,1.7272665983337986e-05,0.0001247540724128665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-06-24,-0.010544640973245478,0.00011118945325464735,0.0008962003528479397,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-06-27,0.022399667460177852,0.0005017451023265505,9.093163421348204e-05,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-06-28,0.008241485886506084,6.792208961747897e-05,0.000123616066251917,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-06-29,-0.00023704360853038509,5.618967234510645e-08,8.254003782925396e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-06-30,0.0027702805560583244,7.674454359274818e-06,8.339040575111114e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-07-01,-0.003013117349894401,9.078876164234657e-06,7.700106685970789e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-07-04,0.014375405670863373,0.0002066522882018908,8.164649430984862e-05,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-07-05,-0.0006684697054559763,4.468517471123997e-07,6.417615438777682e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-07-06,0.0036602593441372733,1.3397498466344223e-05,6.559650975753711e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-07-07,-0.0019819188200784765,3.928002209381261e-06,0.00011729011070342739,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-07-08,-0.0008270387493496401,6.839930929258167e-07,6.462610631405358e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-07-11,-0.0016013870790043683,2.564440576802143e-06,9.527621182849042e-05,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-07-12,0.015270518211620399,0.00023318872645143026,0.00017893609603126644,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-07-13,0.008857416127293405,7.84538204520373e-05,0.00011782816921110513,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-07-14,5.343725960216261e-05,2.85554071378892e-09,6.194153896277728e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-07-15,-0.002852747841005865,8.138170244363624e-06,6.464290558724169e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-07-18,-0.005672415120404395,3.2176293298192406e-05,7.730007920748216e-05,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-07-19,0.001508803573100792,2.276488222201717e-06,8.999302052191242e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-07-20,-0.00170767114375181,2.916140735202615e-06,5.1185242130887814e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-07-21,0.002538629585218999,6.444640170949186e-06,6.319127606748103e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-07-22,-0.007270127126385972,5.2854748433813154e-05,6.425412378011365e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-07-25,0.0008661799302220885,7.502676715195421e-07,5.437584351233992e-05,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-07-26,0.012411519995474407,0.00015404582859806102,4.5041060167490406e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-07-27,-0.04200059787760324,0.00176405022207613,0.0007270513757049463,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-07-28,-0.0009172125076251092,8.41278784143941e-07,0.00024069116186233434,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-07-29,-0.006452864869620711,4.163946502558512e-05,0.00010629093104637914,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-08-01,-0.014034893928380754,0.00019697824758089895,0.00030389867298032976,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2016-08-02,0.006368185983557595,4.055379272117941e-05,5.192456522268481e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016-08-03,0.0029904852842115304,8.943002235085718e-06,6.293674539267195e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016-08-04,0.008257605251776212,6.818804449416208e-05,4.777198079233334e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016-08-05,-0.0023391055429762275,5.471414741182112e-06,5.2118845435006695e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-08-08,0.01216765439580314,0.0001480518134957075,8.990502504600741e-05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2016-08-09,0.009116878765533798,8.311747842544107e-05,2.7916961027837234e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016-08-10,-0.005087330962195935,2.588093631891742e-05,5.594579041975302e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016-08-11,-0.011501352495617567,0.00013228110922844843,0.00010351915031423284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016-08-12,0.013111675640125497,0.00017191603809186038,7.445385974237709e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-08-15,0.027542466595905424,0.0007585874661865661,0.00013850675990537942,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2016-08-16,0.005607004767952617,3.143850246784338e-05,7.905349401447824e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016-08-17,0.0007109514372434234,5.054519461184894e-07,8.842376673767257e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016-08-18,-0.001055586506582884,1.114262872879857e-06,7.598753505736501e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016-08-19,-0.0005967292244761779,3.5608576734394075e-07,4.128492480866229e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-08-22,-0.013081956653802962,0.00017113758989197958,8.185443579425999e-05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2016-08-23,0.0017587075196576762,3.093052139700456e-06,7.64385653003412e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016-08-24,0.0009437151368931751,8.905982596013042e-07,4.590130497242214e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016-08-25,-0.007583203741111433,5.750497897920643e-05,0.00020806053193037294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016-08-26,0.0013662163085932377,1.8665470018661329e-06,4.326317940683664e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-08-29,0.0028620605348432804,8.191390505107404e-06,3.0893780773250934e-05,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
2016-08-30,0.00043908899528943834,1.927991457842884e-07,3.2777783295573946e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016-08-31,0.002677901110658354,7.171154358465245e-06,4.501986300129047e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016-09-01,-0.008248368189011757,6.803557778150109e-05,3.529784418732662e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016-09-02,-0.002730184291502624,7.453906265567686e-06,4.420745112163515e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016-09-05,0.005158460566892842,2.6609715420188418e-05,5.793716704512398e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2016-09-06,0.015406009129311116,0.00023734511729241745,8.488588118094429e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-09-07,-0.0020995186562906554,4.407978588112519e-06,3.2269725471552365e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-09-08,0.001149843533138295,1.3221401506999573e-06,3.7175854154992804e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016-09-09,-0.008179936588556203,6.691136259280048e-05,3.7143745039749784e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016-09-12,-0.028385315948270318,0.0008057261614831293,0.000429401014315777,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2016-09-13,0.005053366563394945,2.553651362403804e-05,8.906092425886446e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-09-14,-0.005755227671524921,3.312264555108616e-05,5.777393213512052e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-09-19,0.009805189950402138,9.614174996346707e-05,6.237554768528265e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
2016-09-20,-0.0012065340058473595,1.455724307266076e-06,1.8665698251195228e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-09-21,0.0036804421720564306,1.3545654581851457e-05,2.506487169432701e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-09-22,0.00741897846030426,5.5041241394458564e-05,5.215065162629008e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016-09-23,-0.004937979843740337,2.438364493718584e-05,2.1592242260542714e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016-09-26,-0.02066506008717539,0.00042704470840656937,7.159923072176139e-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
2016-09-27,0.008076840558890908,6.523535341374519e-05,7.729887033011754e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-09-28,-0.0009367780583300345,8.775531305685895e-07,3.1192900728487573e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-09-29,0.004298506910147992,1.847716165659004e-05,2.9303681678269442e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016-09-30,0.005249580007591348,2.7558090256102775e-05,1.4617084514372044e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016-10-10,0.016341608570275667,0.0002670481706641071,6.725553505471271e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9
2016-10-11,0.003774395857918833,1.4246064092274843e-05,1.5344355096684493e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2016-10-12,0.0005822659395224861,3.390336243280034e-07,3.292137105702737e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-10-13,-0.00010196476847923464,1.0396814011023921e-08,2.2518616230952683e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2016-10-14,-0.0025813148958260257,6.663186591413326e-06,2.7402040776883724e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016-10-17,-0.010105087206328633,0.00010211278744750663,4.556441194009496e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2016-10-18,0.013569442821564692,0.00018412977848771355,3.489729901716119e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2016-10-19,-0.003627942632739689,1.3161967746450187e-05,2.7607633997166278e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-10-20,0.0024519270950147387,6.011946479267416e-06,1.660186240437322e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2016-10-21,-0.003290730835304956,1.0828909430426852e-05,5.377362563305528e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016-10-24,0.008683085038622806,7.539596578795523e-05,3.135973563464279e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2016-10-25,0.0026581772976967954,7.065906545990638e-06,1.8156386220274458e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2016-10-26,-0.004978568548489548,2.4786144792009325e-05,3.8498411900191096e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-10-27,-0.002641801589030379,6.979115635803437e-06,2.7912598387677692e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2016-10-28,-0.0072493307013630215,5.2552795617724475e-05,3.6188542363345356e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016-10-31,-0.0006294553551366988,3.9621404411026763e-07,5.729295993353565e-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
